10/30/2016 18:58:24,010899261268587524,SzLevelStarted,Sz004
10/30/2016 18:58:24,010899261268587524,SzLevelExited,Sz004
10/30/2016 18:58:27,010899261268587524,SzLevelStarted,Sz026
10/30/2016 18:58:35,010899261268587524,SzLevelExited,Sz026
10/30/2016 18:58:39,010899261268587524,SzLevelStarted,Sz026
10/30/2016 18:58:53,010899261268587524,SzLevelExited,Sz026
10/30/2016 18:58:56,010899261268587524,SzLevelStarted,Sz022
10/30/2016 18:59:02,010899261268587524,SzLevelSolved,Sz022,1400,113,25
10/30/2016 18:59:02,010899261268587524,SzLevelExited,Sz022
10/30/2016 18:59:03,010899261268587524,SzLevelStarted,Sz022
10/30/2016 18:59:03,010899261268587524,SzLevelExited,Sz022
10/30/2016 18:59:07,010899261268587524,SzLevelStarted,Sz026
10/30/2016 19:00:17,010899261268587524,SzLevelExited,Sz026
10/30/2016 19:00:21,010899261268587524,SzLevelStarted,Sz031
10/30/2016 19:00:23,010899261268587524,SzLevelExited,Sz031
10/30/2016 19:00:24,010899261268587524,SzLevelStarted,Sz031
10/30/2016 19:00:31,010899261268587524,SzLevelSolved,Sz031,1200,558,24
10/30/2016 19:00:31,010899261268587524,SzLevelExited,Sz031
10/30/2016 19:00:37,010899261268587524,SzLevelStarted,Sz021
10/30/2016 19:00:44,010899261268587524,SzLevelSolved,Sz021,1300,616,24
10/30/2016 19:00:44,010899261268587524,SzLevelExited,Sz021
10/30/2016 19:00:49,010899261268587524,SzLevelStarted,Sz019
10/30/2016 19:00:50,010899261268587524,SzLevelExited,Sz019
10/30/2016 19:00:57,010899261268587524,SzLevelStarted,Sz019
10/30/2016 19:01:06,010899261268587524,SzLevelSolved,Sz019,1000,2027,23
10/30/2016 19:01:06,010899261268587524,SzLevelExited,Sz019
10/30/2016 19:01:06,010899261268587524,SzLevelStarted,Sz019
10/30/2016 19:01:07,010899261268587524,SzLevelExited,Sz019
10/30/2016 19:01:13,010899261268587524,SzLevelStarted,Sz018
10/30/2016 19:01:23,010899261268587524,SzLevelSolved,Sz018,2700,1095,45
10/30/2016 19:01:23,010899261268587524,SzLevelExited,Sz018
10/30/2016 19:01:27,010899261268587524,SzLevelStarted,Sz020
10/30/2016 19:01:35,010899261268587524,SzLevelSolved,Sz020,3100,426,70
10/30/2016 19:01:35,010899261268587524,SzLevelExited,Sz020
10/30/2016 19:01:41,010899261268587524,SzLevelStarted,Sz027
10/30/2016 19:01:48,010899261268587524,SzLevelExited,Sz027
